"cod_articulo";"nom_articulo";"nro_lote";"cantidad";"fec_venc";"categoria";"PSComputerName";"RunspaceId";"PSShowComputerName"
"267009041571";"ESPIRAL 9.0MM/LO-20 (ID-9.5 S-1.5)";"20110415       ";"750.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"267009501411";"ESPIRAL 9.5MM(L1-330 ID-10.0 S-1.4)";"20110416       ";"800.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"267010001412";"ESPIRAL 10.0MM(L1-330 ID-10.5 S-1.4";"20110417       ";"1500.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"267010001500";"ESPIRAL 10.0MM(L1-130 ID-10.5 S-1.4";"20110418       ";"6500.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"267010041880";"ESPIRAL 10.0MM/LO-48(ID-10.5 S-1.8)";"20110419       ";"1040.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"267010041881";"ESPIRAL 10.0MM/LO-22(ID-10.5 S-1.8)";"20110420       ";"965.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"267010501413";"ESPIRAL 10.5MM(L1-330 ID-11.0 S-1.4";"20110421       ";"851.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"267011001414";"ESPIRAL 11.0MM(L1-130 ID-11.5 S-1.4";"20110422       ";"4500.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"267011001415";"ESPIRAL 11.0MM(L1-330 ID-11.5 S-1.4";"0412/279       ";"89.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"267011001415";"ESPIRAL 11.0MM(L1-330 ID-11.5 S-1.4";"20110423       ";"856.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"267022000000";"ALAM.ACERO(PUNTA SELD.)1.3X400 4310";"0505/521       ";"142.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"267025000000";"ALAMBRE 0,4X709 ACERO 4310-DAY ENG.WORKS";"21100004       ";"5990.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"267064000000";"ALAMBRE ALUMINIO 1.5X700 MM";"0810/044       ";"5.40";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"267066000000";"ALAMBRE P/MANDRIL DOBLE LUMEN X475MM(SOBRANTEX525)";"20112013       ";"500.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"267066000000";"ALAMBRE P/MANDRIL DOBLE LUMEN X475MM(SOBRANTEX525)";"20112013       ";"1000.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"267070006706";"ALAMBRE ACERO 1.4310 C/B P/JJ CH7x47CM 1,25X664 27006706";"17050460       ";"600.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"267092001991";"ALAMBRE  0,2 x 850 ACERO 4310 - EPFLEX 92001991";"20110428       ";"40.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"267092001995";"ALAMBRE 0,3X709 ACERO (DAY ENG. WORKS)";"21100006       ";"3088.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"267092730005";"ALAMBRE 0.5X709 ACERO 4310";"21100008       ";"8507.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"267431005620";"AL. ACERO 0.56X2000 4310";"0208/211       ";"384.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"267431012000";"ALAMBRE 0.12 X KG 4310";"0009/008       ";"6.60";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"267682103210";"ESP. TEFLON. 6821 0.32X1000";"0105/249       ";"124.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"267682103810";"FIADOR ESP TEFLONIZADO (.038"") X100CM - 27000323";"21090183       ";"11.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"267700014000";"VARILLA DE ACERO Ø 1.4 MM X 1M";"18070097       ";"171.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"267700017000";"VARILLA DE ACERO Ø1.7MM X 1M";"21120096       ";"12.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"267700020000";"VARILLA DE ACERO Ø 2.0 MM X 1M";"267700020000   ";"13.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"267700055000";"VARILLA DE ACERO Ø 5.5 MM X 1M";"21120097       ";"30.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"267700060000";"VARILLA DE ACERO Ø 6.0 MM X 1M";"21120098       ";"12.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"267700065000";"VARILLA DE ACERO Ø 6.5 MM X 1M";"21120099       ";"12.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"267700070000";"VARILLA DE ACERO Ø 7.0 MM X 1M";"21120100       ";"12.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"267700085000";"VARILLA DE ACERO Ø8.5MM X 1M";"21120101       ";"27.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"267700090000";"VARILLA DE ACERO Ø 9.0MM X 1M";"267700090000   ";"13.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"267810009500";"CAÑO DE ACERO Ø9.5 X 1M";"267810009500   ";"27.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"267810010000";"CAÑO DE ACERO Ø10.0 X 1M";"267810010000   ";"11.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"267810011000";"";"267810011000   ";"7.80";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"267999800001";"ALAMBRE SEGUR.9998-115991";"0103/371       ";"0.02";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"267999800001";"ALAMBRE SEGUR.9998-115991";"0103/371       ";"1.10";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"267999800004";"CINTA DE SEGURIDAD";"11070031       ";"200.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"268018100000";"FIADOR SFC (.018"") /TH X 100CM";"22080109       ";"35.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"293800020132";"TUB. TERMOCONT. FF201-32W (BL)";"18050394       ";"49.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"293800020132";"TUB. TERMOCONT. FF201-32W (BL)";"22010019       ";"4.70";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"293800020148";"TUB. TERMOCONT. FF201-48W (BL)";"22010020       ";"99.87";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"501014000000";"FILM PE 322MM 100 S";"20110446       ";"2800.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"506006000000";"FOLIA POLIUR. XAF 36.004 50G/M²(M²)";"0209/040       ";"0.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"506006000000";"FOLIA POLIUR. XAF 36.004 50G/M²(M²)";"22020054       ";"1.27";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"506006000000";"FOLIA POLIUR. XAF 36.004 50G/M²(M²)";"22020054       ";"84.75";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"507013000000";"INSTR.USO CANULA TRAQ. NEON./PED.";"0506/144       ";"1302.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"507013010000";"INSTR.USO CANULA TRAQ.NEON/PED-BRAUN";"0604/434       ";"77.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"507014010000";"INSTR.USO CANULA TRAQ. C/BALON-BRAUN";"0604/435       ";"12.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"509004005001";"FAJA PE 40X50X40µm (TIP CORP)";"21100042       ";"149368.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"509007505002";"FAJA PE 75X500X50µm (TIP CORP)";"16110112       ";"38500.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"509007509002";"FAJA PE 75X90X50µm (TIP CORP)";"22070220       ";"7.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"509007509002";"FAJA PE 75X90X50µm (TIP CORP)";"19070233       ";"1245.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"509008509003";"FAJA PE 85X90X60µm (TIP CORP)";"21020251       ";"1500.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"509008509003";"FAJA PE 85X90X60µm (TIP CORP)";"16110114       ";"1000.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"509008509003";"FAJA PE 85X90X60µm (TIP CORP)";"17050302       ";"1000.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"509104001002";"SOBRE PE 40X110X50 µm TROQUELADO TRANSVERSAL (TIP CORP)";"19020221       ";"1200.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"509104001002";"SOBRE PE 40X110X50 µm TROQUELADO TRANSVERSAL (TIP CORP)";"19070234       ";"374.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"509104001702";"SOBRE PE 40X170X50 µm TROQUELADO TRANSVERSAL (TIP CORP)";"21100045       ";"70.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"509107504803";"SOBRE PE 75X480X60 µm TROQUELADO TRANSVERSAL (TIP CORP)";"13070337       ";"35.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"509107504803";"SOBRE PE 75X480X60 µm TROQUELADO TRANSVERSAL (TIP CORP)";"17090236       ";"172.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"509107504803";"SOBRE PE 75X480X60 µm TROQUELADO TRANSVERSAL (TIP CORP)";"19070236       ";"376.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"509107504803";"SOBRE PE 75X480X60 µm TROQUELADO TRANSVERSAL (TIP CORP)";"19090226       ";"10.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"509107505804";"SOBRE PE 75X580X60µm C/M 80mm TROQ.LONG.(TIP CORP)";"16040086       ";"209.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"509107505804";"SOBRE PE 75X580X60µm C/M 80mm TROQ.LONG.(TIP CORP)";"18030031       ";"754.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"509107505804";"SOBRE PE 75X580X60µm C/M 80mm TROQ.LONG.(TIP CORP)";"20010017       ";"465.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"509107505804";"SOBRE PE 75X580X60µm C/M 80mm TROQ.LONG.(TIP CORP)";"20080031       ";"238.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"509108501903";"SOBRE PE 85X190X60µm S/M TROQ.LONG.(TIP CORP)";"15030221       ";"170.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"509108501903";"SOBRE PE 85X190X60µm S/M TROQ.LONG.(TIP CORP)";"15070319       ";"124.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"509108501903";"SOBRE PE 85X190X60µm S/M TROQ.LONG.(TIP CORP)";"16110117       ";"46.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"509108501903";"SOBRE PE 85X190X60µm S/M TROQ.LONG.(TIP CORP)";"18070235       ";"80.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"509108501903";"SOBRE PE 85X190X60µm S/M TROQ.LONG.(TIP CORP)";"19020223       ";"317.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"509108501903";"SOBRE PE 85X190X60µm S/M TROQ.LONG.(TIP CORP)";"19070237       ";"404.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"509108501903";"SOBRE PE 85X190X60µm S/M TROQ.LONG.(TIP CORP)";"22070226       ";"158.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"509108501903";"SOBRE PE 85X190X60µm S/M TROQ.LONG.(TIP CORP)";"21100047       ";"172.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"509108501903";"SOBRE PE 85X190X60µm S/M TROQ.LONG.(TIP CORP)";"22040172       ";"849.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"509108501903";"SOBRE PE 85X190X60µm S/M TROQ.LONG.(TIP CORP)";"19090227       ";"36.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"509108501903";"SOBRE PE 85X190X60µm S/M TROQ.LONG.(TIP CORP)";"20010018       ";"36.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"509108501903";"SOBRE PE 85X190X60µm S/M TROQ.LONG.(TIP CORP)";"21020254       ";"67.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"530040010003";"PE TUB. 40MM X60µm (TIP CORP)";"21120181       ";"12.50";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"530080010003";"PE TUB. 80MM X60µm (TIP CORP)";"14070092       ";"32.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"568010020000";"TUBO VIDRIO T. NELATON CH9  // ALIMENTACION 3.0 48626-03881";"21030058       ";"5.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"568014000000";"TUBO VIDRIO P/DILATAD. 1,2/CH6 42822-42823";"20060024       ";"9.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"568014000000";"TUBO VIDRIO P/DILATAD. 1,2/CH6 42822-42823";"17100607       ";"9.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"568015000000";"TUBO VIDRIO P/DILATAD. 42822-42824 CH8";"20060026       ";"5.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"568016000000";"TUBO VIDRIO P/DILATAD.1,2/CH10 42822-42825";"21090071       ";"5.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"568027001100";"T.VIDRIO DILATADOR 1,2/CH7 42822-95398";"17100608       ";"10.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"568027001100";"T.VIDRIO DILATADOR 1,2/CH7 42822-95398";"20060029       ";"11.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"568027001200";"T.VIDRIO DILATADOR 1,2/CH14 42822-42827";"20060030       ";"10.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"568028000000";"TUBO VIDRIO P/DILATAD. CH16  42822";"20060031       ";"5.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"568030012000";"TUBO DE VIDRIO P/MANDRIL SELD. 1,2 48626.1,2";"22010022       ";"3.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"568030040000";"T.VIDRIO P/FUNDIR PUNTA SELD. 1,0/CH6 35761-80067";"19060097       ";"8.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"568030050000";"TUBO DE VIDRIO P/FUNDIR EXTREMO CISTO 1,4/CH7 35761-35763";"22050137       ";"15.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"568030100000";"TUBO VIDRIO (PIPAS) 0,7/CH4,8 41901-59213";"18070102       ";"10.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"568030110000";"TUBO VIDRIO (PIPAS) 1,0/CH7  41901-41905";"20030394       ";"5.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"568035009000";"TUBO DE VIDRIO P/DJ REDONDEAR 0,9/CH5 14972-84269";"14060283       ";"4.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"568035009000";"TUBO DE VIDRIO P/DJ REDONDEAR 0,9/CH5 14972-84269";"16070185       ";"5.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"568035012000";"TUBO DE VIDRIO P/DJ REDONDEAR 1,2/CH7 14972-92013";"14060285       ";"10.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"568035013000";"TUBO DE VIDRIO P/DJ REDONDEAR 1,1/CH8 14972-54868";"18070103       ";"10.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"568035573006";"TUB.VIDRIO P/D.J(P/CERR) CH6 46318";"18070104       ";"10.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"568048000000";"TUB. VIDRIO P/ D. J. (ORIF) 0,7 CH 4,8 48287.48288";"18090213       ";"10.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"568048287005";"TUB.VIDRIO P/D.J(ORIF)1.0/CH5 48287-72214";"14060286       ";"10.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"568048287005";"TUB.VIDRIO P/D.J(ORIF)1.0/CH5 48287-72214";"16070187       ";"5.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"568048287005";"TUB.VIDRIO P/D.J(ORIF)1.0/CH5 48287-72214";"18070107       ";"10.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"568070015000";"TUBO DE VIDRIO P/ALIMENTACION 1,5 48626.51534";"20100034       ";"5.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"568080000000";"TUBO VIDRIO P/SELD. M.1 N°2-965 000  (c/alas)";"19060098       ";"10.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"568090030000";"T. VIDRIO P/ D. LUM. REFORZADO CH 39 52965.39S R";"18100168       ";"10.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"568170100000";"T. VIDRIO PTA. CILINDRICA EMBOLECT. CH4     33059.33883";"18100170       ";"10.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"568170200000";"T. VIDRIO PTA. CILINDRICA EMBOLECT. CH 5    33059.33060";"13100290       ";"5.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"568170200000";"T. VIDRIO PTA. CILINDRICA EMBOLECT. CH 5    33059.33060";"18100171       ";"10.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"568170300000";"T. VIDRIO PTA. CILINDRICA EMBOLECT. CH8     33059.33885";"18100172       ";"10.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"568170400000";"T. VIDRIO PTA. CILINDRICA EMBOLECT. CH 6 33059.33061";"13100291       ";"6.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"568180000000";"T. VIDRIO PTA. CON. CERR. CH6   35573-46318";"18100173       ";"10.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"568190000000";"T. VIDRIO AFINAR EMBOLECTOMIA CH3   33062-33877";"22010024       ";"10.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"568190100000";"T. VIDRIO AFINAR EMBOLECTOMIA CH4   33062-33878";"20030398       ";"10.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
"568190200000";"T. VIDRIO AFINAR EMBOLECTOMIA CH5   33062-33063";"22010025       ";"10.00";"2050-12-31";"FUTURO BASURA (sin vencimiento real)";"192.168.2.47";"8e608305-275c-4c78-956d-c5f7b754ca8c";"True"
